filename,path,author,title,year,npv_hits,eps_hits,score,top_npv_terms,top_eps_terms
"Grant, James - A treatise on the law relating to bankers and banking (Book 1856).pdf","Textbooks/Academic/Banking/Grant, James - A treatise on the law relating to bankers and banking (Book 1856).pdf","Grant, James",A treatise on the law relating to bankers and banking,1856,0,11,-1.0,,"per share(5), roe(5), accretive/accretion(1)"
"Grebler, Blank, Winnick - Capital Formation in Residential Real Estate (Book 1956).pdf","Textbooks/Academic/Banking/Grebler, Blank, Winnick - Capital Formation in Residential Real Estate (Book 1956).pdf","Grebler, Blank, Winnick",Capital Formation in Residential Real Estate,1956,2,1,0.3333,"present value(1), opportunity cost(1)",dilutive/dilution(1)
Gustavus Myers - History of Canadian wealth (Book 1914).pdf,Textbooks/Academic/Banking/Gustavus Myers - History of Canadian wealth (Book 1914).pdf,Gustavus Myers,History of Canadian wealth,1914,1,1,0.0,present value(1),par value(1)
Guttentag - Essays on Interest Rates Vol 2 (Book 1971).pdf,Textbooks/Academic/Banking/Guttentag - Essays on Interest Rates Vol 2 (Book 1971).pdf,Guttentag,Essays on Interest Rates Vol 2,1971,34,8,0.619,"present value(9), risk premium(7), discount rate(6), opportunity cost(4), covariance(3)","rate of return(5), average rate of return(1), par value(1), run-rate(1)"
"Guttentag, Cagan - Essays on Interest Rates Vol 1 (Book 1969).pdf","Textbooks/Academic/Banking/Guttentag, Cagan - Essays on Interest Rates Vol 1 (Book 1969).pdf","Guttentag, Cagan",Essays on Interest Rates Vol 1,1969,79,39,0.339,"discount rate(62), risk premium(12), expected return(2), no-arbitrage(2), diversification(1)","capitalization rate(22), coverage ratio(14), rate of return(2), traditional theory(1)"
Harry Tucker Easton - History and principles of banks and banking (Book 1904).pdf,Textbooks/Academic/Banking/Harry Tucker Easton - History and principles of banks and banking (Book 1904).pdf,Harry Tucker Easton,History and principles of banks and banking,1904,2,5,-0.4286,present value(2),"per share(2), intrinsic value(2), par value(1)"
Henry Carey Baird - The theory of inflation (Book 1873).pdf,Textbooks/Academic/Banking/Henry Carey Baird - The theory of inflation (Book 1873).pdf,Henry Carey Baird,The theory of inflation,1873,0,0,0.0,,
Henry Dunning Macleod - The elements of banking (Book 1877).pdf,Textbooks/Academic/Banking/Henry Dunning Macleod - The elements of banking (Book 1877).pdf,Henry Dunning Macleod,The elements of banking,1877,3,14,-0.6471,present value(3),"intrinsic value(12), par value(2)"
Henry Dunning Macleod - The theory and practice of banking (Book 1855).pdf,Textbooks/Academic/Banking/Henry Dunning Macleod - The theory and practice of banking (Book 1855).pdf,Henry Dunning Macleod,The theory and practice of banking,1855,6,8,-0.1429,present value(6),"intrinsic value(7), par value(1)"
Henry Dunning Macleod - The theory of credit (Book 1889).pdf,Textbooks/Academic/Banking/Henry Dunning Macleod - The theory of credit (Book 1889).pdf,Henry Dunning Macleod,The theory of credit,1889,20,9,0.3793,"present value(19), present worth(1)","par value(7), intrinsic value(2)"
"Henry Nicholas Sealy - A Treatise On Coins, Currency And Banking (Book 1858).pdf","Textbooks/Academic/Banking/Henry Nicholas Sealy - A Treatise On Coins, Currency And Banking (Book 1858).pdf",Henry Nicholas Sealy,"A Treatise On Coins, Currency And Banking",1858,0,0,0.0,,
"Hester, Pierce - Bank Management and Portfolio Behavior (Book 1975).pdf","Textbooks/Academic/Banking/Hester, Pierce - Bank Management and Portfolio Behavior (Book 1975).pdf","Hester, Pierce",Bank Management and Portfolio Behavior,1975,74,55,0.1473,"covariance(31), discount rate(12), diversification(9), opportunity cost(7), markowitz(5)","rate of return(49), book value(2), average rate of return(2), maximize net income(1), traditional theory(1)"
Howe - The Evolution of Banking (Book 1915).pdf,Textbooks/Academic/Banking/Howe - The Evolution of Banking (Book 1915).pdf,Howe,The Evolution of Banking,1915,0,1,-1.0,,par value(1)
Huerta de Soto - Money Bank Credit and Economic Cycles (Book 2006).pdf,Textbooks/Academic/Banking/Huerta de Soto - Money Bank Credit and Economic Cycles (Book 2006).pdf,Huerta de Soto,Money Bank Credit and Economic Cycles,2006,28,9,0.5135,"present value(14), opportunity cost(4), discounted value(4), discount rate(3), systematic risk(1)","book value(5), rate of return(2), earning power(1), par value(1)"
Hugo Bilgram - The cause of business depressions as disclosed by an analysis of the basic (Book 1914).pdf,Textbooks/Academic/Banking/Hugo Bilgram - The cause of business depressions as disclosed by an analysis of the basic (Book 1914).pdf,Hugo Bilgram,The cause of business depressions as disclosed by an analysis of the basic,1914,17,12,0.1724,"present value(10), discounted value(4), discount rate(3)","earning capacity(5), earning power(3), accretive/accretion(2), margin of safety(2)"
Iden - The Federal Reserve Act of 1913 History and Digest (Book 1914).pdf,Textbooks/Academic/Banking/Iden - The Federal Reserve Act of 1913 History and Digest (Book 1914).pdf,Iden,The Federal Reserve Act of 1913 History and Digest,1914,0,11,-1.0,,"par value(9), book value(2)"
J. Laurence Laughlin - The history of bimetallism in the United States (Book 1886).pdf,Textbooks/Academic/Banking/J. Laurence Laughlin - The history of bimetallism in the United States (Book 1886).pdf,J. Laurence Laughlin,The history of bimetallism in the United States,1886,1,12,-0.8462,present value(1),"intrinsic value(11), par value(1)"
J. R. McCulloch - A treatise on metallic and paper money and banks (Book 1858).pdf,Textbooks/Academic/Banking/J. R. McCulloch - A treatise on metallic and paper money and banks (Book 1858).pdf,J. R. McCulloch,A treatise on metallic and paper money and banks,1858,2,4,-0.3333,present value(2),"per share(2), intrinsic value(2)"
J. Shield Nicholson - A treatise on money and essays on monetary problems (Book 1893).pdf,Textbooks/Academic/Banking/J. Shield Nicholson - A treatise on money and essays on monetary problems (Book 1893).pdf,J. Shield Nicholson,A treatise on money and essays on monetary problems,1893,1,0,1.0,proposition i(1),
James McCall Tipton - Inflationary expectations and the term structure of interest rates (Book 1981).pdf,Textbooks/Academic/Banking/James McCall Tipton - Inflationary expectations and the term structure of interest rates (Book 1981).pdf,James McCall Tipton,Inflationary expectations and the term structure of interest rates,1981,5,0,1.0,"efficient market(2), discount rate(2), present value(1)",
"Jean Baptiste Say; Charles Robert Prinsep; Clement Cornell Biddle - A treatise on political economy, or, the production, distribution, and (Book 1803).pdf","Textbooks/Academic/Banking/Jean Baptiste Say; Charles Robert Prinsep; Clement Cornell Biddle - A treatise on political economy, or, the production, distribution, and (Book 1803).pdf",Jean Baptiste Say; Charles Robert Prinsep; Clement Cornell Biddle,"A treatise on political economy, or, the production, distribution, and",1803,2,24,-0.8462,present value(2),"intrinsic value(23), dilutive/dilution(1)"
John L. Scadding - Relationship between changes in the stock of money and changes in output and (Book 1973).pdf,Textbooks/Academic/Banking/John L. Scadding - Relationship between changes in the stock of money and changes in output and (Book 1973).pdf,John L. Scadding,Relationship between changes in the stock of money and changes in output and,1973,0,10,-1.0,,run-rate(10)
John Pease Norton - Statistical studies in the New York money market (Book 1902).pdf,Textbooks/Academic/Banking/John Pease Norton - Statistical studies in the New York money market (Book 1902).pdf,John Pease Norton,Statistical studies in the New York money market,1902,44,1,0.9556,"discount rate(42), present value(1), discounted value(1)",roe(1)
John Stuart Mill - Principles of Political Economy (Book 1848).pdf,Textbooks/Academic/Banking/John Stuart Mill - Principles of Political Economy (Book 1848).pdf,John Stuart Mill,Principles of Political Economy,1848,2,0,1.0,present value(2),
Johnson - Historical Beginnings The Federal Reserve (Book 2010).pdf,Textbooks/Academic/Banking/Johnson - Historical Beginnings The Federal Reserve (Book 2010).pdf,Johnson,Historical Beginnings The Federal Reserve,2010,0,0,0.0,,
Karl Kaltenthaler - Germany and the politics of Europe's money (Book 1998).pdf,Textbooks/Academic/Banking/Karl Kaltenthaler - Germany and the politics of Europe's money (Book 1998).pdf,Karl Kaltenthaler,Germany and the politics of Europe's money,1998,18,1,0.8947,"discount rate(17), present value(1)",payback period(1)
Kessel - Cyclical Behavior of the Term Structure of Interest Rates (Book 1965).pdf,Textbooks/Academic/Banking/Kessel - Cyclical Behavior of the Term Structure of Interest Rates (Book 1965).pdf,Kessel,Cyclical Behavior of the Term Structure of Interest Rates,1965,8,6,0.1429,"opportunity cost(4), risk premium(3), expected return(1)","rate of return(2), return on capital(1), average rate of return(1), dividend yield(1), run-rate(1)"
Knapp - The State Theory of Money (Book 1924).pdf,Textbooks/Academic/Banking/Knapp - The State Theory of Money (Book 1924).pdf,Knapp,The State Theory of Money,1924,1,1,0.0,discount rate(1),intrinsic value(1)
Laughlin - Principles of Money (Book 1919).pdf,Textbooks/Academic/Banking/Laughlin - Principles of Money (Book 1919).pdf,Laughlin,Principles of Money,1919,1,8,-0.7778,present value(1),"intrinsic value(5), roe(1), return on capital(1), accretive/accretion(1)"
"Laughlin, J. Laurence - The Principles of Money (Book 1903).pdf","Textbooks/Academic/Banking/Laughlin, J. Laurence - The Principles of Money (Book 1903).pdf","Laughlin, J. Laurence",The Principles of Money,1903,1,10,-0.8182,present value(1),"intrinsic value(5), roe(3), return on capital(1), accretive/accretion(1)"
Leavens - Silver Money (Book 1939).pdf,Textbooks/Academic/Banking/Leavens - Silver Money (Book 1939).pdf,Leavens,Silver Money,1939,0,15,-1.0,,"par value(7), book value(4), roe(1), dilutive/dilution(1), margin of safety(1)"
Lintner - Mutual Savings Banking in the Finance Structure (Book 1948).pdf,Textbooks/Academic/Banking/Lintner - Mutual Savings Banking in the Finance Structure (Book 1948).pdf,Lintner,Mutual Savings Banking in the Finance Structure,1948,15,197,-0.8585,"opportunity cost(12), present value(2), discount rate(1)","book value(186), par value(7), earning power(1), average rate of return(1), dividend yield(1)"
Mills - The principles of currency and banking (Book 1853).pdf,Textbooks/Academic/Banking/Mills - The principles of currency and banking (Book 1853).pdf,Mills,The principles of currency and banking,1853,0,0,0.0,,
Murray - The Lending Policies of the Reconstruction Finance Corporation (Book 1971).pdf,Textbooks/Academic/Banking/Murray - The Lending Policies of the Reconstruction Finance Corporation (Book 1971).pdf,Murray,The Lending Policies of the Reconstruction Finance Corporation,1971,25,28,-0.0566,"opportunity cost(7), covariance(6), present value(5), diversification(2), modigliani and miller(1)","book value(8), rate of return(8), per share(4), dividend yield(4), run-rate(2)"
Nelson C. Modeste - Economic instability and the monetary process of adjustment in an open economy (Book 1976).pdf,Textbooks/Academic/Banking/Nelson C. Modeste - Economic instability and the monetary process of adjustment in an open economy (Book 1976).pdf,Nelson C. Modeste,Economic instability and the monetary process of adjustment in an open economy,1976,1,0,1.0,diversification(1),
Nevin - The London Clearing Banks (Book 1970).pdf,Textbooks/Academic/Banking/Nevin - The London Clearing Banks (Book 1970).pdf,Nevin,The London Clearing Banks,1970,17,7,0.4167,"diversification(12), discount rate(3), opportunity cost(2)","earning power(2), book value(2), rate of return(2), dividend yield(1)"
Palgrave (ed.) - Banking Systems of the World (Book 1908).pdf,Textbooks/Academic/Banking/Palgrave (ed.) - Banking Systems of the World (Book 1908).pdf,Palgrave (ed.),Banking Systems of the World,1908,24,1,0.92,discount rate(24),book value(1)
Paul A. Griffin - Usefulness to investors and creditors of information provided by financial (Book 1982).pdf,Textbooks/Academic/Banking/Paul A. Griffin - Usefulness to investors and creditors of information provided by financial (Book 1982).pdf,Paul A. Griffin,Usefulness to investors and creditors of information provided by financial,1982,0,0,0.0,,
"Queen's University (Kingston, Ont.) - Course in banking (Book 1996).pdf","Textbooks/Academic/Banking/Queen's University (Kingston, Ont.) - Course in banking (Book 1996).pdf","Queen's University (Kingston, Ont.)",Course in banking,1996,0,6,-1.0,,"par value(3), per share(2), earning power(1)"
Richard B. Pullan - Theory of money & currency (Book 1878).pdf,Textbooks/Academic/Banking/Richard B. Pullan - Theory of money & currency (Book 1878).pdf,Richard B. Pullan,Theory of money & currency,1878,2,13,-0.7333,present value(2),"intrinsic value(10), par value(3)"
Richard Webster - Principles of monetary legislation (Book 1874).pdf,Textbooks/Academic/Banking/Richard Webster - Principles of monetary legislation (Book 1874).pdf,Richard Webster,Principles of monetary legislation,1874,0,21,-1.0,,"intrinsic value(20), par value(1)"
"Riefler, Winfield W - Money Rates and Money Markets in the United States (Book 1930).pdf","Textbooks/Academic/Banking/Riefler, Winfield W - Money Rates and Money Markets in the United States (Book 1930).pdf","Riefler, Winfield W",Money Rates and Money Markets in the United States,1930,4,3,0.1429,"present value(1), diversification(1), expected return(1), discount rate(1)","rate of return(2), accretive/accretion(1)"
Rose - Commercial Bank Management (Book 2002).pdf,Textbooks/Academic/Banking/Rose - Commercial Bank Management (Book 2002).pdf,Rose,Commercial Bank Management,2002,231,436,-0.3073,"discount rate(56), diversification(48), expected return(44), present value(29), risk premium(28)","per share(96), roe(92), rate of return(91), book value(33), par value(29)"
"Rose, Peter S - Money And Capital Markets The Financial System In An In (Book 1992).pdf","Textbooks/Academic/Banking/Rose, Peter S - Money And Capital Markets The Financial System In An In (Book 1992).pdf","Rose, Peter S",Money And Capital Markets The Financial System In An In,1992,0,0,0.0,,
